LD      LU      RD      RU      Ctrl    UDM
10.51    84.18    -1.19    -327.83  16       0
12.99    2.27     -1.18    -0.14    0        0
13.07    -325.4   -1.18    -0.15    0        0
-314.63  2.26     -328.86  -0.13    0        0
13.05    -327.98  -1.18    -0.13    0        0
13.05    2.18     -328.85  -0.12    0        0
13.04    2.25     -328.85  -0.12    16       0
-314.65  2.27     -1.17    -0.12    0        0
13.02    2.27     -1.18    -0.14    -128     0
10.45    84.19    -1.19    -327.82  16       0
12.85    2.27     -1.2     -0.14    -128     0
13.0     -325.39  -1.2     -327.82  0        0
-160.3   -161.54  -1.22    -0.15    0        0
12.98    -327.95  -1.22    -327.85  0        0
-159.73  2.14     -3.79    -0.17    0        0
12.98    2.3      -1.32    -0.17    0        0
12.98    2.29     -1.24    -0.16    0        0
13.02    2.31     -1.32    -0.14    -128     0
7.85     -325.37  -1.22    -330.41  0        0
12.96    -0.25    -1.22    -0.18    -128     0
12.96    2.32     -1.22    -0.17    0        0
12.96    2.3      -1.23    -0.16    0        0
12.95    -327.93  -1.21    -327.84  0        0
12.94    2.32     -1.31    -0.16    0        0
-159.85  2.33     -1.21    -0.17    0        0
12.94    2.32     -328.96  -0.17    0        0
7.82     -325.34  -1.21    -330.42  0        0
12.77    2.34     -1.22    -0.26    -128     0
12.93    -325.52  -1.21    -0.18    0        0
12.93    2.31     -1.2     -0.19    0        0
12.93    -330.49  -1.16    -0.19    0        0
-118.9   2.16     -3.75    -0.17    0        0
12.91    -325.35  -1.35    -0.18    0        0
-160.31  -161.52  -1.2     -0.19    0        0
-314.77  2.32     -1.2     -0.19    0        0
7.79     -325.37  -1.2     -330.43  0        0
12.9     -325.37  -1.21    -0.19    0        0
12.74    2.3      -1.21    -0.19    0        0
12.9     -330.5   -1.21    -0.19    0        0
-159.34  -325.53  -3.76    -0.18    0        0
12.88    -325.35  -1.2     -0.21    0        0
-159.88  2.32     -1.2     -0.2     0        0
-314.8   2.33     -1.22    -0.2     0        0
7.75     -325.31  -1.23    -330.44  0        0
12.87    -325.37  -1.21    -0.19    0        0
12.87    -330.49  -1.23    -0.2     0        0
12.87    -325.36  -1.2     -2.75    0        0
-314.73  2.32     -1.36    -0.19    0        0
12.85    2.33     -1.23    -0.19    0        0
12.85    -330.45  -1.24    -0.19    0        0
12.84    -325.32  -1.24    -0.19    0        0
